student_email,session_id,points
aladdin.prince@davita.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
aladdin.prince@davita.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
aladdin.prince@davita.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
aladdin.prince@davita.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
aladdin.prince@davita.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
aladdin.prince@davita.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
aladdin.prince@davita.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
aladdin.prince@davita.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
aladdin.prince@davita.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
aladdin.prince@davita.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
aladdin.prince@davita.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
aladdin.prince@davita.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
aladdin.prince@davita.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
anna.arendelle@adobe.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
anna.arendelle@adobe.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
anna.arendelle@adobe.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
anna.arendelle@adobe.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
anna.arendelle@adobe.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
anna.arendelle@adobe.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,0.0
anna.arendelle@adobe.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
anna.arendelle@adobe.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
anna.arendelle@adobe.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
anna.arendelle@adobe.com,82449b75-2ec9-5c9c-b98f-5873396fa900,2.5
anna.arendelle@adobe.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
anna.arendelle@adobe.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
anna.arendelle@adobe.com,f413cca2-4f3d-5037-adb2-2c66d385a760,2.5
anna.arendelle@davita.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
anna.arendelle@davita.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
anna.arendelle@davita.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
anna.arendelle@davita.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
anna.arendelle@davita.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
anna.arendelle@davita.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
anna.arendelle@davita.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
anna.arendelle@davita.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
anna.arendelle@davita.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
anna.arendelle@davita.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
anna.arendelle@davita.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
anna.arendelle@davita.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
anna.arendelle@davita.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
aragorn.elessar@guild.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,2.5
aragorn.elessar@guild.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
aragorn.elessar@guild.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
aragorn.elessar@guild.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
aragorn.elessar@guild.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
aragorn.elessar@guild.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
aragorn.elessar@guild.com,49434040-4b5c-5765-88c5-f8cb246fc876,2.5
aragorn.elessar@guild.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
aragorn.elessar@guild.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,2.5
aragorn.elessar@guild.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
aragorn.elessar@guild.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
aragorn.elessar@guild.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
aragorn.elessar@guild.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
ariel.triton@accenture.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
ariel.triton@accenture.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
ariel.triton@accenture.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,2.5
ariel.triton@accenture.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
ariel.triton@accenture.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
ariel.triton@accenture.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
ariel.triton@accenture.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
ariel.triton@accenture.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
ariel.triton@accenture.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
ariel.triton@accenture.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
ariel.triton@accenture.com,bcec7358-7563-55d5-9cac-3b0366a371d0,2.5
ariel.triton@accenture.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,2.5
ariel.triton@accenture.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
ariel.triton@ima.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
ariel.triton@ima.com,295dff96-fe7b-5594-a557-cfe3e05a1025,0.0
ariel.triton@ima.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
ariel.triton@ima.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
ariel.triton@ima.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,0.0
ariel.triton@ima.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,2.5
ariel.triton@ima.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
ariel.triton@ima.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
ariel.triton@ima.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,2.5
ariel.triton@ima.com,82449b75-2ec9-5c9c-b98f-5873396fa900,2.5
ariel.triton@ima.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
ariel.triton@ima.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
ariel.triton@ima.com,f413cca2-4f3d-5037-adb2-2c66d385a760,2.5
aurora.rose@guild.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
aurora.rose@guild.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
aurora.rose@guild.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
aurora.rose@guild.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
aurora.rose@guild.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
aurora.rose@guild.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
aurora.rose@guild.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
aurora.rose@guild.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
aurora.rose@guild.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
aurora.rose@guild.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
aurora.rose@guild.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
aurora.rose@guild.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
aurora.rose@guild.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
belle.french@accenture.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
belle.french@accenture.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
belle.french@accenture.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
belle.french@accenture.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
belle.french@accenture.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
belle.french@accenture.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
belle.french@accenture.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
belle.french@accenture.com,54329830-a177-562c-80fc-3879bed9dfaa,2.5
belle.french@accenture.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
belle.french@accenture.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
belle.french@accenture.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
belle.french@accenture.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
belle.french@accenture.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
bo.peep@adobe.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
bo.peep@adobe.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
bo.peep@adobe.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
bo.peep@adobe.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,0.0
bo.peep@adobe.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
bo.peep@adobe.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
bo.peep@adobe.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
bo.peep@adobe.com,54329830-a177-562c-80fc-3879bed9dfaa,2.5
bo.peep@adobe.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
bo.peep@adobe.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
bo.peep@adobe.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
bo.peep@adobe.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
bo.peep@adobe.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
bo.peep@aws.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
bo.peep@aws.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
bo.peep@aws.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
bo.peep@aws.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
bo.peep@aws.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
bo.peep@aws.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
bo.peep@aws.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
bo.peep@aws.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
bo.peep@aws.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
bo.peep@aws.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
bo.peep@aws.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
bo.peep@aws.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
bo.peep@aws.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
buzz.lightyear@accenture.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
buzz.lightyear@accenture.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
buzz.lightyear@accenture.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
buzz.lightyear@accenture.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
buzz.lightyear@accenture.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
buzz.lightyear@accenture.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
buzz.lightyear@accenture.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
buzz.lightyear@accenture.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
buzz.lightyear@accenture.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
buzz.lightyear@accenture.com,82449b75-2ec9-5c9c-b98f-5873396fa900,0.0
buzz.lightyear@accenture.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
buzz.lightyear@accenture.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
buzz.lightyear@accenture.com,f413cca2-4f3d-5037-adb2-2c66d385a760,0.0
buzz.lightyear@adobe.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
buzz.lightyear@adobe.com,295dff96-fe7b-5594-a557-cfe3e05a1025,0.0
buzz.lightyear@adobe.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
buzz.lightyear@adobe.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
buzz.lightyear@adobe.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,0.0
buzz.lightyear@adobe.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
buzz.lightyear@adobe.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
buzz.lightyear@adobe.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
buzz.lightyear@adobe.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
buzz.lightyear@adobe.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
buzz.lightyear@adobe.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
buzz.lightyear@adobe.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
buzz.lightyear@adobe.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
captain.hook@aws.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,2.5
captain.hook@aws.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
captain.hook@aws.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
captain.hook@aws.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
captain.hook@aws.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
captain.hook@aws.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
captain.hook@aws.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
captain.hook@aws.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
captain.hook@aws.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
captain.hook@aws.com,82449b75-2ec9-5c9c-b98f-5873396fa900,2.5
captain.hook@aws.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
captain.hook@aws.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
captain.hook@aws.com,f413cca2-4f3d-5037-adb2-2c66d385a760,2.5
captain.hook@davita.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
captain.hook@davita.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
captain.hook@davita.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,0.0
captain.hook@davita.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
captain.hook@davita.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
captain.hook@davita.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
captain.hook@davita.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
captain.hook@davita.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
captain.hook@davita.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
captain.hook@davita.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
captain.hook@davita.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
captain.hook@davita.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
captain.hook@davita.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
cinderella.charming@accenture.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
cinderella.charming@accenture.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
cinderella.charming@accenture.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
cinderella.charming@accenture.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
cinderella.charming@accenture.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
cinderella.charming@accenture.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
cinderella.charming@accenture.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
cinderella.charming@accenture.com,54329830-a177-562c-80fc-3879bed9dfaa,2.5
cinderella.charming@accenture.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
cinderella.charming@accenture.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
cinderella.charming@accenture.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
cinderella.charming@accenture.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
cinderella.charming@accenture.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
cinderella.charming@salesforce.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
cinderella.charming@salesforce.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
cinderella.charming@salesforce.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,2.5
cinderella.charming@salesforce.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
cinderella.charming@salesforce.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
cinderella.charming@salesforce.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
cinderella.charming@salesforce.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
cinderella.charming@salesforce.com,54329830-a177-562c-80fc-3879bed9dfaa,2.5
cinderella.charming@salesforce.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
cinderella.charming@salesforce.com,82449b75-2ec9-5c9c-b98f-5873396fa900,2.5
cinderella.charming@salesforce.com,bcec7358-7563-55d5-9cac-3b0366a371d0,2.5
cinderella.charming@salesforce.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,0.0
cinderella.charming@salesforce.com,f413cca2-4f3d-5037-adb2-2c66d385a760,2.5
daisy.duck@adobe.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
daisy.duck@adobe.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
daisy.duck@adobe.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
daisy.duck@adobe.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
daisy.duck@adobe.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
daisy.duck@adobe.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,2.5
daisy.duck@adobe.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
daisy.duck@adobe.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
daisy.duck@adobe.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
daisy.duck@adobe.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
daisy.duck@adobe.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
daisy.duck@adobe.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
daisy.duck@adobe.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
daisy.duck@guild.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
daisy.duck@guild.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
daisy.duck@guild.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
daisy.duck@guild.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
daisy.duck@guild.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,5.0
daisy.duck@guild.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
daisy.duck@guild.com,49434040-4b5c-5765-88c5-f8cb246fc876,5.0
daisy.duck@guild.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
daisy.duck@guild.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,5.0
daisy.duck@guild.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
daisy.duck@guild.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
daisy.duck@guild.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
daisy.duck@guild.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
donald.duck@adobe.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
donald.duck@adobe.com,295dff96-fe7b-5594-a557-cfe3e05a1025,0.0
donald.duck@adobe.com,346fee5e-a1fe-5bff-a1d0-d4ca20ad3a57,5.0
donald.duck@adobe.com,43c20e5b-5bf2-5096-b183-77f5d3d599e1,5.0
donald.duck@adobe.com,4796358f-bc27-5feb-a49c-ca6428bfffcc,0.0
donald.duck@adobe.com,489e77d4-f469-5a69-b5e2-4266ed8c8ac1,5.0
donald.duck@adobe.com,49434040-4b5c-5765-88c5-f8cb246fc876,0.0
donald.duck@adobe.com,54329830-a177-562c-80fc-3879bed9dfaa,5.0
donald.duck@adobe.com,6e5ea788-ca48-5084-87e2-05b2270b67d8,0.0
donald.duck@adobe.com,82449b75-2ec9-5c9c-b98f-5873396fa900,5.0
donald.duck@adobe.com,bcec7358-7563-55d5-9cac-3b0366a371d0,5.0
donald.duck@adobe.com,cad9985f-a639-535b-bba4-8e36f52a1d3f,5.0
donald.duck@adobe.com,f413cca2-4f3d-5037-adb2-2c66d385a760,5.0
elsa.arendelle@accenture.com,06316b2f-e07f-5229-a6cb-f4a570ee4233,5.0
elsa.arendelle@accenture.com,295dff96-fe7b-5594-a557-cfe3e05a1025,5.0
